/home/ln/Downloads/LB Jun lambda 5 2.jpg
491, 150, 11, not_a_droplet
575, 424, 44.54999999999994, full
311, 327, 42.58333333333324, full
983, 774, 42.06666666666666, full
410, 987, 43.5666666666666, not_a_droplet
622, 984, 40.93333333333327, full
66, 919, 46, full
307, 829, 45.96666666666665, full
154, 941, 44.40833333333328, full
1267, 836, 43.44166666666671, not_a_droplet
955, 940, 41.75000000000003, full
539, 1007, 43.29999999999996, not_a_droplet
571, 515, 44.54166666666663, not_a_droplet
536, 681, 45, full
1198, 777, 44.808333333333294, empty
224, 417, 42.25833333333332, full
948, 686, 43.85833333333337, full
428, 167, 41, empty
86, 686, 41.19999999999998, full
499, 75, 45, full
159, 511, 43.049999999999905, empty
599, 610, 47.31666666666666, empty
408, 847, 44.966666666666704, full
665, 451, 44.52499999999992, empty
871, 964, 44, empty
350, 664, 44.70000000000001, full
1250, 417, 44.63333333333329, not_a_droplet
612, 268, 45, empty
292, 744, 45.63333333333328, empty
1236, 696, 42.40833333333334, full
176, 696, 44.94166666666667, empty
36, 746, 41.57499999999999, empty
1185, 484, 41.89166666666662, empty
1006, 622, 43, full
1035, 706, 41.85, full
320, 920, 45.008333333333304, empty
905, 870, 44.50833333333337, full
621, 702, 44.09999999999999, full
385, 257, 43, empty
308, 579, 46.24999999999993, empty
640, 352, 43.408333333333324, full
756, 479, 46.37499999999998, empty
708, 18, 46.95833333333337, not_a_droplet
537, 864, 45.20000000000006, full
773, 84, 45.233333333333285, full
1091, 596, 43.09999999999997, full
721, 688, 42, empty
383, 762, 44, empty
1181, 866, 43.916666666666664, empty
731, 386, 44.758333333333375, full
572, 777, 44.458333333333336, empty
551, 337, 44.99166666666667, empty
258, 660, 45.47499999999994, empty
399, 488, 46.458333333333286, empty
226, 874, 45.858333333333285, empty
824, 8, 47.583333333333314, not_a_droplet
494, 592, 45, empty
661, 539, 44.424999999999976, empty
1114, 246, 47, empty
1099, 508, 44.81666666666671, empty
469, 291, 45.008333333333354, empty
399, 578, 45.058333333333316, empty
746, 572, 46.933333333333344, empty
481, 790, 47.749999999999964, empty
243, 961, 46.566666666666656, empty
320, 1005, 44, not_a_droplet
941, 359, 46.375000000000036, empty
736, 1020, 46.88333333333338, not_a_droplet
863, 100, 44.758333333333354, empty
7, 990, 44.44999999999996, not_a_droplet
112, 601, 44.13333333333331, empty
204, 588, 46.88333333333329, empty
888, 186, 46.000000000000064, empty
444, 671, 45.124999999999986, empty
563, 133, 44.825, empty
704, 139, 43, empty
634, 73, 46.0166666666667, empty
922, 31, 47, not_a_droplet
1189, 25, 46.650000000000006, not_a_droplet
395, 349, 48.74166666666672, empty
1194, 601, 46.26666666666667, empty
137, 854, 46, empty
981, 275, 47.26666666666668, empty
973, 535, 44.675, empty
795, 170, 46.191666666666634, empty
94, 1000, 43, not_a_droplet
206, 782, 50.1833333333333, empty
991, 859, 44.31666666666664, empty
950, 120, 48.091666666666704, empty
627, 853, 45.95833333333329, empty
502, 206, 46.858333333333384, empty
249, 504, 47, empty
483, 398, 47, empty
704, 275, 46.01666666666667, empty
1021, 60, 46, empty
329, 424, 49.92500000000002, empty
755, 785, 57.16666666666664, full
1118, 119, 46.883333333333404, empty
1090, 392, 54.08333333333343, full
804, 886, 58.93333333333334, empty
698, 923, 57.70833333333337, empty
887, 763, 58.06666666666666, empty
1135, 689, 59.88333333333334, empty
1274, 315, 58.66666666666665, not_a_droplet
1307, 135, 46.44166666666666, not_a_droplet
991, -16, 35.84999999999996, not_a_droplet
602, -12, 46.39166666666665, not_a_droplet
1290, 531, 75.39999999999996, not_a_droplet
1298, 757, 38.366666666666674, not_a_droplet
1080, 950, 80.99999999999991, not_a_droplet
1087, 803, 67.73333333333336, empty
1273, 995, 112.28333333333329, not_a_droplet
821, 1035, 40.98333333333327, not_a_droplet
942, 1037, 56.73333333333334, not_a_droplet
181, 1033, 50.933333333333266, not_a_droplet
464, 1045, 36.77499999999998, not_a_droplet
116, 765, 43.574999999999974, full
51, 830, 45.89999999999998, full
