/home/ln/Documents/bacteria-phage_control_5hrs_010000000000.jpg
308, 531, 29.0, full
1027, 360, 29.0, full
727, 380, 27.0, full
547, 892, 17, full
1068, 511, 29.0, full
867, 586, 29.0, full
1083, 610, 30.0, full
746, 593, 30.0, full
710, 871, 16, full
841, 691, 29.0, full
724, 646, 29.0, full
148, 126, 30.0, full
203, 345, 29.0, full
803, 607, 29, full
1065, 170, 30, full
983, 575, 29.0, full
675, 905, 30.0, full
1069, 832, 29.0, full
569, 670, 31, full
1158, 715, 29.0, full
93, 334, 30.0, full
402, 897, 30.0, full
972, 478, 30.0, full
1238, 874, 28.0, full
146, 35, 17, full
854, 933, 30.0, full
1012, 798, 29.0, full
819, 551, 29, full
1219, 522, 29.0, full
520, 437, 30.0, full
1136, 659, 30.0, full
908, 808, 30.0, full
1031, 465, 29.0, full
310, 473, 30.0, full
676, 249, 29.0, full
508, 659, 30.0, full
869, 865, 31.0, full
515, 877, 16, full
256, 320, 30.0, full
900, 632, 27.0, full
1010, 525, 29, full
849, 808, 30.0, full
1167, 774, 30.0, full
106, 82, 30.0, full
854, 748, 29.0, full
260, 701, 17, full
263, 832, 28.0, full
1092, 697, 30.0, full
48, 746, 30, full
769, 815, 29.0, full
872, 528, 28.0, full
773, 516, 30.0, full
1218, 330, 29.0, full
489, 38, 15, not_a_droplet
915, 495, 28.0, full
230, 267, 31.0, full
971, 310, 30.0, full
756, 331, 30.0, full
718, 540, 29, full
122, 278, 28.0, full
997, 913, 29.0, full
534, 255, 18, full
564, 805, 17, full
1147, 260, 31.0, full
775, 272, 31.0, full
1179, 871, 30, full
1043, 958, 34.0, full
1122, 486, 30.0, full
236, 432, 28.0, full
267, 219, 30.0, full
1170, 454, 30, full
929, 438, 30, full
957, 626, 28.0, full
1047, 227, 30.0, full
159, 615, 37.0, full
552, 199, 16.0, full
908, 910, 28.0, full
267, 581, 29.0, full
1000, 662, 28.0, full
935, 157, 18.0, full
95, 845, 29.0, full
256, 774, 17.0, full
476, 396, 29, full
104, 788, 28.0, full
123, 181, 30.0, full
1224, 197, 31.0, full
996, 198, 30.0, full
1016, 856, 29.0, full
1158, 928, 30.0, full
945, 229, 29.0, full
1060, 897, 30.0, full
443, 349, 28.0, full
1238, 408, 29, full
477, 915, 17, full
1002, 416, 28.0, full
996, 257, 29.0, full
823, 436, 29, full
616, 630, 29.0, full
438, 440, 29.0, full
1111, 753, 28.0, full
1265, 910, 14, not_a_droplet
1118, 885, 30.0, full
790, 720, 28.0, full
518, 581, 27.0, full
731, 231, 29.0, full
1240, 965, 13, not_a_droplet
1091, 115, 29.0, full
95, 229, 27.0, full
1086, 270, 29, full
1139, 827, 28.0, full
648, 679, 30, full
196, 221, 26.0, full
827, 494, 28.0, not_a_droplet
1123, 315, 29.0, full
899, 69, 14, not_a_droplet
749, 121, 30.0, full
511, 520, 29, full
429, 844, 29, full
453, 509, 29.0, full
987, 75, 29.0, full
913, 750, 29.0, full
1091, 1002, 30, full
968, 368, 29.0, full
289, 273, 28.0, full
322, 195, 30.0, full
1044, 83, 29.0, full
1135, 406, 29.0, full
772, 412, 28.0, full
1085, 440, 30.0, full
666, 309, 30.0, full
749, 759, 29, full
1197, 577, 30.0, full
292, 416, 29.0, full
220, 814, 19.0, full
1206, 817, 29, full
386, 438, 20.0, full
1166, 357, 29.0, full
997, 737, 29, full
404, 306, 29.0, full
324, 135, 29.0, full
208, 669, 34.0, full
1192, 635, 29, full
1195, 684, 19, full
1185, 406, 22, full
834, 205, 30, full
547, 380, 18.0, full
491, 477, 21, full
1198, 103, 21, full
593, 821, 16, full
541, 937, 15, full
1228, 465, 28.0, full
877, 417, 19.0, full
1270, 360, 29.0, not_a_droplet
1015, 132, 29.0, full
951, 947, 28.0, full
1054, 656, 26.0, full
249, 378, 28.0, full
878, 45, 13, not_a_droplet
64, 388, 29.0, full
369, 846, 31.0, full
708, 331, 18, full
26, 446, 30.0, not_a_droplet
1051, 756, 30.0, full
794, 368, 23.0, full
708, 150, 17, full
467, 63, 18, full
374, 168, 30.0, full
1265, 638, 15, not_a_droplet
962, 832, 28.0, full
1033, 699, 22.0, full
961, 778, 26.0, full
1237, 150, 19, full
926, 109, 28.0, full
1106, 214, 30.0, full
519, 129, 29.0, full
804, 859, 26.0, full
810, 971, 28.0, full
966, 697, 22.0, full
1133, 546, 31.0, full
798, 660, 24.0, full
673, 628, 27.0, full
